node,ARBid,old.pa.node,old.ARBname,Genbank.ID,clade,RDP.taxonomy,Kingdom,Phylum,Order,Family,Genus,Species,Strain
0,UncM5907,1716,UncM9980,EU650264,Thermoplasmata,"Archaea;""Euryarchaeota"";Thermoplasmata;unclassified_Thermoplasmata;",Archaea,Euryarchaeota,Thermoplasmata,unclassified_Thermoplasmata,,,
1,Unc028bj,1695,Unc04iu2,AF356633,Archaea,"Archaea;""Euryarchaeota"";Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;",Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,
2,Unc01raf,1736,Unc03ul8,FJ640802,Archaea,Archaea;unclassified_Archaea;,Archaea,unclassified_Archaea,,,,,
3,Unc0289v,1694,Unc04j2n,EF586031,Bacteria,"Bacteria;""Thermotogae"";Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;",Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,
4,OlnTmbo7,1600,OlsUmbo5,AJ251324,Bacteria,"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;Olsenella;",Bacteria,"""Actinobacteria""",Actinobacteria,Coriobacteridae,Coriobacteriales,"""Coriobacterineae""",Coriobacteriaceae;Olsenella;
2734,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2735,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2736,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2737,UncGa569,672,UncGa596,AF406532,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2738,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2739,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2740,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2741,UncG2511,651,UncGa595,AF406528,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2742,UncG2497,652,UncG3479,AY619685,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2743,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2744,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2745,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2746,UncM1651,633,UncM3542,AY923004,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2747,UncM5852,644,Unc04iul,DQ071083,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2748,UncP2045,645,UncP2805,AF001651,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2749,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2750,UncP2047,643,UncP2807,AF268217,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2751,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2752,UncM5854,641,Unc04iup,DQ009147,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2753,UncGa581,638,UncGa834,AJ240912,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2754,UncG2514,637,UncG1461,AY033328,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2755,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2756,UncGa608,635,UncGa548,AF241653,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2757,UncGa391,634,UncGa544,AF241654,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2758,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2759,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2760,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2761,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2762,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2763,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2764,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2765,UncGa448,626,UncG3470,AF406526,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2766,UncM5855,630,Unc04iur,DQ009152,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2767,UncG2516,627,UncGa829,AJ240911,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2768,UncM5844,628,UncM9992,DQ009150,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2769,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2770,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2771,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2772,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2773,UncM5842,694,UncM9990,DQ009142,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2774,UncM2310,695,UncM3757,DQ009145,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2775,UncM5840,696,UncM9988,DQ009144,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2776,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2777,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2778,UncM5848,691,UncM9996,AJ400356,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2779,UncM6008,689,UncMar41,FJ826023,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2780,UncM6016,688,UncM3756,DQ009125,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2781,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2782,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2783,UncM5847,687,UncM9995,DQ009457,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2784,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2785,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2786,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2787,Intnode,,,,SAR86 clade,"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,,
2788,Intnode,,,,,,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2789,Intnode,,,,,,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2790,SsaSpe11,750,SseSpec7,EU143343,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;""Salinisphaerales"";""Salinisphaeraceae"";Salinisphaera;",Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,
2791,UncSal55,751,UncSal68,EU375044,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;""Salinisphaerales"";""Salinisphaeraceae"";Salinisphaera;",Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,
2792,Intnode,,,,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;""Salinisphaerales"";""Salinisphaeraceae"";Salinisphaera;",Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,
2793,UncM5849,720,UncM9997,DQ009139,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2794,UncM5853,721,Unc04iuo,DQ009138,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2795,Intnode,,,,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2796,Intnode,,,,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2797,Intnode,,,,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2798,Intnode,,,,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2799,Intnode,,,,Gammaproteobacteria,"Bacteria;""Proteobacteria"";Gammaproteobacteria;",Bacteria,Proteobacteria,Gammaproteobacteria,,,,
2800,Intnode,,,,,,Bacteria,Proteobacteria,,,,,
2801,Unc91352,156,Unc00ep9,DQ815200,Proteobacteria_Deltaproteobacteria,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Lawsonia;",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
2802,Unc0285l,157,Unc04ixa,DQ814106,Proteobacteria_Deltaproteobacteria,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Lawsonia;",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
2803,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2804,UncP2050,159,UncP2810,AF420340,Proteobacteria_Deltaproteobacteria,"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2805,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2806,UncD1381,184,UncD1522,DQ395035,Desulfobacterales_Desulfobulbaceae,"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2807,UncPr499,153,UncPr230,AF420350,Desulfobacterales_Desulfobacteraceae,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;unclassified_Desulfobacteraceae;",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unclassified_Desulfobacteraceae,
2808,IroSulfi,154,Ir0Sulfi,L06457,Desulfobacterales_Desulfobacteraceae,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;unclassified_Desulfobacteraceae;",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unclassified_Desulfobacteraceae,
2809,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2810,UncPr443,162,UncPr232,AF420338,Desulfobacterales_Desulfobulbaceae,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Deltaproteobacteria_incertae_sedis;Dissulfuribacter;",Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_incertae_sedis,Dissulfuribacter,,
2811,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2812,Unc0287y,164,Unc04j0f,EF515665,Desulfobacterales_Desulfobulbaceae,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;",Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,
2813,UncD1423,163,UncD1654,DQ811819,Proteobacteria_Deltaproteobacteria,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;",Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,
2814,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2815,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2816,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2817,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2818,Unc0287e,167,Unc04izm,CU917850,Proteobacteria_Deltaproteobacteria,"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2819,UncD1820,168,UncD1738,EF111206,Proteobacteria_Deltaproteobacteria,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
2820,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2821,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2822,UncD2671,178,UncD2884,FJ484395,Proteobacteria_Deltaproteobacteria,"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2823,UncM2313,169,UncM3856,DQ009478,Nitrospina,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2824,UncDe943,175,UncD1103,AY726877,Nitrospina,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2825,UncM1907,170,UncM3780,DQ009429,Nitrospina,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2826,UncD2673,172,AY726934.1,AY726934,Nitrospina,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2827,UncM5871,171,Unc04iwz,DQ009472,Nitrospina,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2828,Intnode,,,,,,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2829,Intnode,,,,,,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2830,Intnode,,,,,,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2831,Intnode,,,,,,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2832,Intnode,,,,,,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
2833,Intnode,,,,,,Bacteria,,,,,,
2834,UncD1211,152,UncD1226,AY921695,Myxococcales,"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2835,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2836,UncD1369,334,UncD1503,DQ395007,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;unclassified_Myxococcales;","Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;unclassified_Myxococcales;",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,,
2837,UniProt6,333,UniProt7,U70713,"Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;unclassified_Myxococcales;","Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;unclassified_Myxococcales;",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,,
2838,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2839,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2840,L2QZ2754,325,Mtg11768,FPLP01012192,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2841,L2QZ2051,326,MtgZ5278,FPLS01017670,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2842,L2QZZ811,329,MtgZ4493,FPLP01003611,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2843,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2844,L2QZ6760,327,Mtg11889,FPLS01021788,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2845,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2846,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2847,L2QZ3666,319,Mtg13548,FPLP01010501,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2848,Unc14764,320,Unc0111h,KC255294,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2849,Unc001qm,321,Unc47984,JQ801019,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2850,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2851,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2852,L2QZ1275,318,MtgZ7061,FPLL01003156,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
2853,Intnode,,,,,,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
2854,Intnode,,,,,,Bacteria,,,,,,
2855,Intnode,,,,,,Bacteria,,,,,,
2856,Intnode,,,,,,Bacteria,,,,,,
2857,Intnode,,,,,,Bacteria,,,,,,
2858,Unc0286q,1406,Unc04iyr,EF603439,Bacteria,"Bacteria;""Deferribacteres"";Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;",Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,
2859,Unc79596,1405,Unc002ob,DQ298152,Bacteria,Bacteria;Hydrogenedentes;Candidatus Hydrogenedens;,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,,,,
2860,SieSymbi,1408,SrhSymbi,AM399077,Spirochaeta 2,"Bacteria;""Spirochaetes"";Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;",Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,
2861,UncSp173,1409,UncSp344,AY605137,Spirochaetales_Spirochaetaceae,"Bacteria;""Spirochaetes"";Spirochaetia;Spirochaetales;Spirochaetaceae;unclassified_Spirochaetaceae;",Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,unclassified_Spirochaetaceae,
2862,Intnode,,,,Spirochaetales_Spirochaetaceae,"Bacteria;""Spirochaetes"";Spirochaetia;Spirochaetales;Spirochaetaceae;unclassified_Spirochaetaceae;",Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,unclassified_Spirochaetaceae,
2863,UncSp186,1411,UncSp331,AY605173,Spirochaetales_Spirochaetaceae,"Bacteria;""Spirochaetes"";Spirochaetia;Spirochaetales;Spirochaetaceae;unclassified_Spirochaetaceae;",Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,unclassified_Spirochaetaceae,
2864,Intnode,,,,,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,
